name,furniture_type,price,color,shop_name,shop_item_id,shop_url,x_dimension,y_dimension,z_dimension,photo
World's Comfiest Sofa,sofa,15000,#7c2a25,Bongo's House of Furnishings,001,https://flymee.jp/product/20258/?gad_source=1,240.0,85.0,85.0,https://static2.flymee.jp/product_images/ba5c-20258/201811151533287003.jpg
Dog-faced cushion,cushion,3500,#c5bcb0,IKEA,010,https://www.ikea.com/jp/en/p/barndroem-cushion-with-pocket-beige-00511063/,45.0,45.0,20.0,https://www.ikea.com/jp/en/images/products/barndroem-cushion-with-pocket-beige__0968689_pe810520_s5.jpg?f=s
Dozemaster 4000,bed,58000,#b99368,Nitori,100,https://www.nitori-net.jp/ec/product/5652860s/,210.0,31.5,110.0,https://www.nitori-net.jp/ecstatic/image/product/5652860/565286001.jpg?ccp=1708934400&imwidth=415&imdensity=1&ts=20240216070457627
Poisoned Chair,chair,2000,#0b4189,IKEA,110,https://www.ikea.com/jp/ja/p/kyrre-stool-bright-blue-60555558/?source=google&medium=cpc&campaign=ikea_jp_jp_p_shopping_fy21&gad_source=1,45.0,42.0,48.0,https://www.ikea.com/jp/ja/images/products/kyrre-stool-bright-blue__1181813_pe896805_s5.jpg?f=s
Sheep Counter Mk.II,bed,80000,#1b3e39,Just Furniture,101,https://www.justfurnitureonline.com/category/bedrooms/aiden-green-velvet-king-bed.html,220.0,115.0,210.0,https://mfmd.rencdn.com/product/meridian/images/AidenGreen-K.jpg
Cozytron VX-84,sofa,34000,#c59642,Fine Kagu,011,https://www.finekagu.com/products/sf-cauto?currency=JPY&variant=43484255551747&stkn=45a7a757935c&gad_source=1,138.0,66.0,70.0,https://www.finekagu.com/cdn/shop/products/sf-Cauto_MS_600x.jpg?v=1668994027
PLATSA Opening Shelf Unit,shelf,8000,#1b61a4,IKEA,022,https://www.ikea.com/jp/en/p/platsa-open-shelving-unit-blue-60566222/,60.0,40.0,60.0,https://www.ikea.com/jp/en/images/products/platsa-open-shelving-unit-blue__1210277_pe909617_s5.jpg?f=xl
MYLLRA Changing Table with Drawers,chest,9990,#f6eaec,IKEA,023,https://www.ikea.com/jp/en/p/myllra-changing-table-with-drawers-pale-pink-50464667/,85.0,97.0,79.0,https://www.ikea.com/jp/en/images/products/myllra-changing-table-with-drawers-pale-pink__0812335_pe771995_s5.jpg?f=xl
KALLAX Insert With Door,shelf,2000,#8cbb8f,IKEA,024,https://www.ikea.com/jp/en/p/kallax-insert-with-door-wave-shaped-green-80501357/,33.0,33.0,33.0,https://www.ikea.com/jp/en/images/products/kallax-insert-with-door-wave-shaped-green__0959827_pe806227_s5.jpg?f=xl
VINLIDEN 3-seat Sofa,sofa,69990,#6c9596,IKEA,025,https://www.ikea.com/jp/en/p/vinliden-3-seat-sofa-hakebo-light-turquoise-s99304658/,203.0,108.0,97.0,https://www.ikea.com/jp/en/images/products/vinliden-3-seat-sofa-hakebo-light-turquoise__0938990_pe794368_s5.jpg?f=xl
STYRSPEL Gaming Chair,chair,29990,#574768,IKEA,026,https://www.ikea.com/jp/en/p/styrspel-gaming-chair-purple-black-00522028/,71.0,142.0,69.0,https://www.ikea.com/jp/en/images/products/styrspel-gaming-chair-purple-black__1115361_pe872047_s5.jpg?f=xl
Small Bookcase,bookcase,14850,#000000,Francfranc,030,https://francfranc.com/products/1108120014323,600.0,450.0,250.0,https://francfranc.com/cdn/shop/products/1108120014323_d1_x600.jpg?v=1649317900
Small Bookcase,bookcase,14850,#ffffff,Francfranc,030,https://francfranc.com/products/1108120014316,600.0,450.0,250.0,https://francfranc.com/cdn/shop/products/1108120014316_d1_x600.jpg?v=1649317822
Classic Bookcase,bookcase,39000,#000000,Francfranc,030,https://francfranc.com/products/1108110035284,700.0,750.0,370.0,https://francfranc.com/cdn/shop/files/1108110035284_d1_x600.jpg?v=1689217386
Classic Bookcase,bookcase,39000,#ffffff,Francfranc,031,https://francfranc.com/products/1108110015682,700.0,750.0,370.0,https://francfranc.com/cdn/shop/products/1108110015682_d1_x600.jpg?v=1674106910
Classic Table,table,39000,#ffffff,Francfranc,032,https://francfranc.com/products/1108100069404,850.0,750.0,380.0,https://francfranc.com/cdn/shop/products/1108100069404_A_x600.jpg?v=1579159805
Coffee Table,table,29800,#ffffff,Francfranc,033,https://francfranc.com/products/1108100069305,850.0,450.0,380.0,https://francfranc.com/cdn/shop/products/1108100069305_A_x600.jpg?v=1579159804
Round Coffee Table,table,18240,#ffffff,Francfranc,034,https://francfranc.com/products/1108100014411,850.0,450.0,380.0,https://francfranc.com/cdn/shop/products/1108100014411_d1_x600.jpg?v=1660888600
Modern Coffee Table,table,35000,#000000,Francfranc,035,https://francfranc.com/products/9108100068308,850.0,450.0,380.0,https://francfranc.com/cdn/shop/products/9108100068308_A_x600.jpg?v=1579159521
ピソラ コンパクトソファベッド 2 グレー（W1270～1720）,,0,#c5bdbd,,,https://francfranc.com/products/1108010016253?id=d0c0809bacfc9f41d9788044420d8561&objectID=40736011288599&position=1,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016253_d1.jpg?v=1706092979
ピソラ コンパクトソファベッド 2 グレージュ（W1270～1720）,,0,#c5bdbd,,,https://francfranc.com/products/1108010016277?id=d0c0809bacfc9f41d9788044420d8561&objectID=40736011550743&position=2,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016277_d1.jpg?v=1706092983
ラージュ オットマン グレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010016369?id=d0c0809bacfc9f41d9788044420d8561&objectID=40736011976727&position=3,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016369_d1.jpg?v=1706092980
ラージュ ヘッドレスト グレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010016390?id=d0c0809bacfc9f41d9788044420d8561&objectID=40736011812887&position=4,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016390_d1.jpg?v=1706092977
ベルティーク ファブリックミスト グレー（リリー＆パチュリー）,,0,#c5bdbd,,,https://francfranc.com/products/1105120065232?id=d0c0809bacfc9f41d9788044420d8561&objectID=40736004702231&position=5,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1105120065232_d1.jpg?v=1702021235
リップル スロー（ひざ掛け） 1700×1000 ライトグレー【春夏モデル】,,0,#c5bdbd,,,https://francfranc.com/products/1102050076420?id=d0c0809bacfc9f41d9788044420d8561&objectID=40735991824407&position=6,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1102050076420_d1.jpg?v=1706092901
ピソラ コンパクトソファベッド 2 グレー（W1270～1720）,,0,#c5bdbd,,,https://francfranc.com/products/1108010016253?id=cdc6e0913ca84f639a9832261013f996&objectID=40736011288599&position=1,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016253_d1.jpg?v=1706092979
ピソラ コンパクトソファベッド 2 グレージュ（W1270～1720）,,0,#c5bdbd,,,https://francfranc.com/products/1108010016277?id=cdc6e0913ca84f639a9832261013f996&objectID=40736011550743&position=2,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016277_d1.jpg?v=1706092983
ラージュ オットマン グレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010016369?id=cdc6e0913ca84f639a9832261013f996&objectID=40736011976727&position=3,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016369_d1.jpg?v=1706092980
ラージュ ヘッドレスト グレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010016390?id=cdc6e0913ca84f639a9832261013f996&objectID=40736011812887&position=4,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016390_d1.jpg?v=1706092977
ベルティーク ファブリックミスト グレー（リリー＆パチュリー）,,0,#c5bdbd,,,https://francfranc.com/products/1105120065232?id=cdc6e0913ca84f639a9832261013f996&objectID=40736004702231&position=5,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1105120065232_d1.jpg?v=1702021235
リップル スロー（ひざ掛け） 1700×1000 ライトグレー【春夏モデル】,,0,#c5bdbd,,,https://francfranc.com/products/1102050076420?id=cdc6e0913ca84f639a9832261013f996&objectID=40735991824407&position=6,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1102050076420_d1.jpg?v=1706092901
ピソラ コンパクトソファベッド 2 グレー（W1270～1720）,,0,#c5bdbd,,,https://francfranc.com/products/1108010016253?id=2d32de813855568c2f37f9086701e507&objectID=40736011288599&position=1,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016253_d1.jpg?v=1706092979
ピソラ コンパクトソファベッド 2 グレージュ（W1270～1720）,,0,#c5bdbd,,,https://francfranc.com/products/1108010016277?id=2d32de813855568c2f37f9086701e507&objectID=40736011550743&position=2,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016277_d1.jpg?v=1706092983
ラージュ オットマン グレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010016369?id=2d32de813855568c2f37f9086701e507&objectID=40736011976727&position=3,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016369_d1.jpg?v=1706092980
ラージュ ヘッドレスト グレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010016390?id=2d32de813855568c2f37f9086701e507&objectID=40736011812887&position=4,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016390_d1.jpg?v=1706092977
ベルティーク ファブリックミスト グレー（リリー＆パチュリー）,,0,#c5bdbd,,,https://francfranc.com/products/1105120065232?id=2d32de813855568c2f37f9086701e507&objectID=40736004702231&position=5,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1105120065232_d1.jpg?v=1702021235
リップル スロー（ひざ掛け） 1700×1000 ライトグレー【春夏モデル】,,0,#c5bdbd,,,https://francfranc.com/products/1102050076420?id=2d32de813855568c2f37f9086701e507&objectID=40735991824407&position=6,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1102050076420_d1.jpg?v=1706092901
ピソラ コンパクトソファベッド 2 グレー（W1270～1720）,,0,#c5bdbd,,,https://francfranc.com/products/1108010016253?id=2c99cd2238f31aa8d5318ad2b8d0f008&objectID=40736011288599&position=1,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016253_d1.jpg?v=1706092979
ピソラ コンパクトソファベッド 2 グレージュ（W1270～1720）,,0,#c5bdbd,,,https://francfranc.com/products/1108010016277?id=2c99cd2238f31aa8d5318ad2b8d0f008&objectID=40736011550743&position=2,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016277_d1.jpg?v=1706092983
ラージュ オットマン グレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010016369?id=2c99cd2238f31aa8d5318ad2b8d0f008&objectID=40736011976727&position=3,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016369_d1.jpg?v=1706092980
ラージュ ヘッドレスト グレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010016390?id=2c99cd2238f31aa8d5318ad2b8d0f008&objectID=40736011812887&position=4,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016390_d1.jpg?v=1706092977
ベルティーク ファブリックミスト グレー（リリー＆パチュリー）,,0,#c5bdbd,,,https://francfranc.com/products/1105120065232?id=2c99cd2238f31aa8d5318ad2b8d0f008&objectID=40736004702231&position=5,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1105120065232_d1.jpg?v=1702021235
リップル スロー（ひざ掛け） 1700×1000 ライトグレー【春夏モデル】,,0,#c5bdbd,,,https://francfranc.com/products/1102050076420?id=2c99cd2238f31aa8d5318ad2b8d0f008&objectID=40735991824407&position=6,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1102050076420_d1.jpg?v=1706092901
ピソラ コンパクトソファベッド 2 グレー（W1270～1720）,,0,#c5bdbd,,,https://francfranc.com/products/1108010016253?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40736011288599&position=1,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016253_d1.jpg?v=1706092979
ピソラ コンパクトソファベッド 2 グレージュ（W1270～1720）,,0,#c5bdbd,,,https://francfranc.com/products/1108010016277?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40736011550743&position=2,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016277_d1.jpg?v=1706092983
ラージュ オットマン グレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010016369?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40736011976727&position=3,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016369_d1.jpg?v=1706092980
ラージュ ヘッドレスト グレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010016390?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40736011812887&position=4,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016390_d1.jpg?v=1706092977
ベルティーク ファブリックミスト グレー（リリー＆パチュリー）,,0,#c5bdbd,,,https://francfranc.com/products/1105120065232?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40736004702231&position=5,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1105120065232_d1.jpg?v=1702021235
リップル スロー（ひざ掛け） 1700×1000 ライトグレー【春夏モデル】,,0,#c5bdbd,,,https://francfranc.com/products/1102050076420?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40735991824407&position=6,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1102050076420_d1.jpg?v=1706092901
ステラ ブランケット（毛布） M グレー,,0,#c5bdbd,,,https://francfranc.com/products/1202050136367?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40617403744279&position=7,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1202050136367_d1.jpg?v=1696549628
ファーモラグ M 1600×500 グレー,,0,#c5bdbd,,,https://francfranc.com/products/1102090103162?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40582510182423&position=8,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1102090103162_d1.jpg?v=1689934052
ファーモラグ S 900×500 グレー,,0,#c5bdbd,,,https://francfranc.com/products/1102090103124?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40582510051351&position=9,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1102090103124_d1.jpg?v=1689934052
【オンラインショップ限定】WARMY ボティーヌ チェア＆ソファカバー グレー,,0,#c5bdbd,,,https://francfranc.com/products/1102050075799?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40582508609559&position=10,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1102050075799_d5.jpg?v=1704966082
【オンラインショップ限定】ファミーユ ローソファ 1S グレー（W500）,,0,#c5bdbd,,,https://francfranc.com/products/1108010016154?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40582490357783&position=11,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016154_d1.jpg?v=1689217388
【オンラインショップ限定】ファミーユ ローソファ コーナー グレー（W750）,,0,#c5bdbd,,,https://francfranc.com/products/1108010016192?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40582491078679&position=12,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016192_d1.jpg?v=1689217387
【オンラインショップ限定】ファミーユ ローソファ 2S グレー（W1000）,,0,#c5bdbd,,,https://francfranc.com/products/1108010016178?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40582490062871&position=13,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016178_d1.jpg?v=1689217390
ファー クッションカバー 450×450 グレー（F-045）,,0,#c5bdbd,,,https://francfranc.com/products/1102010048931?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40582505594903&position=14,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1102010048931_d1.jpg?v=1691023753
シュエット ソファ 3S ダークグレー（W1750）,,0,#c5bdbd,,,https://francfranc.com/products/1108010016024?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40582490390551&position=15,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016024_d1.jpg?v=1690850812
ラージュ ソファ 3S ダークグレー（W1860）,,0,#c5bdbd,,,https://francfranc.com/products/1108010015966?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40582491439127&position=16,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010015966_d1.jpg?v=1689217387
ラージュ ソファ 3S グレー（W1860）,,0,#c5bdbd,,,https://francfranc.com/products/1108010015959?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40582489997335&position=17,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010015959_d1.jpg?v=1689217386
フィーザ スロー（ひざ掛け） 1700×1300 グレー【2023秋冬モデル】,,0,#c5bdbd,,,https://francfranc.com/products/1102050076048?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40582509232151&position=18,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1102050076048_d1.jpg?v=1689217242
ラージュ ソファ L ブルー,,0,#c5bdbd,,,https://francfranc.com/products/1108010151305?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=28904474542144&position=19,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010151305_d1.jpg?v=1670484421
リリア マルチクロス 1900×2300 グレー,,0,#c5bdbd,,,https://francfranc.com/products/1102050107803?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=29420441206807&position=20,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102050107803_A.jpg?v=1579159666
ダマスク マルチクロス 1900×2300 ライトグレー,,0,#c5bdbd,,,https://francfranc.com/products/1102050107605?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=29420441239575&position=21,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102050107605_A.jpg?v=1579159668
リリア マルチクロス 2300×2600 グレー,,0,#c5bdbd,,,https://francfranc.com/products/1102050107902?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=29420440420375&position=22,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102050107902_A.jpg?v=1569347819
ルルド プレミアムマッサージクッション ダブルもみ グレー,,0,#c5bdbd,,,https://francfranc.com/products/1109990037382?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40544270188567&position=23,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1109990037382_d1.jpg?v=1681881717
エーデル オットマン&テーブル ライトグレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010015935?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40470379003927&position=24,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010015935_d1.jpg?v=1680853645
ラージュ ソファ Ｒ グレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010151909?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=28904474837056&position=25,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010151909_d1.jpg?v=1670559252
ラージュ ソファ L グレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010151701?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=28904474574912&position=26,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010151701_d1.jpg?v=1670558889
ラージュ カウチ Ｒ グレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010152005?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=28904474804288&position=27,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010152005_d1.jpg?v=1670559359
ラージュ カウチ L グレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010151800?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=28904474607680&position=28,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010151800_d1.jpg?v=1670559235
ラージュ カウチ L ダークグレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010015560?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40429906034711&position=29,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010015560_d1.jpg?v=1670488698
ラージュ カウチ R ダークグレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010015584?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40429907017751&position=30,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010015584_d1.jpg?v=1670488859
ラージュ ソファ L ダークグレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010015553?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40429905936407&position=31,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010015553_d1.jpg?v=1670488616
ラージュ ソファ R ダークグレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010015577?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40429906231319&position=32,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010015577_d1.jpg?v=1670488777
エーデル カウチ ライトグレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010014570?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40121846431767&position=33,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010014570_d1.jpg?v=1661753172
【オンラインショップ限定】WARMY ボティーヌ ごろ寝マット グレー,,0,#c5bdbd,,,https://francfranc.com/products/1102110040149?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40252416393239&position=34,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102110040149_d1.jpg?v=1660719564
ヌボラ ソファ 2 2S グレー（W1500）,,0,#c5bdbd,,,https://francfranc.com/products/1108010014990?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40121846693911&position=35,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010014990_d1.jpg?v=1659501772
ヌボラ ソファ 2 1S グレー（W745）,,0,#c5bdbd,,,https://francfranc.com/products/1108010015034?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40121846988823&position=36,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010015034_d1.jpg?v=1659501601
ヌボラ オットマン 2 グレー（W480）,,0,#c5bdbd,,,https://francfranc.com/products/1108010015065?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40121846005783&position=37,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010015065_d1.jpg?v=1659501476
【オンラインショップ限定】カラン フロアソファ グレー（W1120～1570）,,0,#c5bdbd,,,https://francfranc.com/products/1108010014785?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=40121846366231&position=38,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010014785_d1.jpg?v=1656662278
リルモア スロー（ひざ掛け） 1700×1300 グレー,,0,#c5bdbd,,,https://francfranc.com/products/1102050013449?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=31714879012887&position=39,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102050013449_d1.jpg?v=1598862690
ジョルノ ソファ 3S ダークグレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010013672?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=39816813445143&position=40,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/2508010007494_d1.jpg?v=1642663384
エリージャ ソリッドラグ L グレー,,0,#c5bdbd,,,https://francfranc.com/products/1102090028359?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=39710503862295&position=41,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102090028359_d1.jpg?v=1643357426
エリージャ ソリッドラグ M グレー,,0,#c5bdbd,,,https://francfranc.com/products/1102090028342?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=39710503829527&position=42,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102090028342_d1.jpg?v=1643357334
シェリー ビーズソファ グレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010012699?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=39710503993367&position=43,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010012699_d1.jpg?v=1640761289
【オンラインショップ限定】シャルム フロアチェア グレー,,0,#c5bdbd,,,https://francfranc.com/products/1108010013412?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=39710504419351&position=44,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010013412_d1.jpg?v=1640761492
低反発 マルーナラグ ラウンド ライトグレー φ1500,,0,#c5bdbd,,,https://francfranc.com/products/1102090031137?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=39546969587735&position=45,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102090031137_d1.jpg?v=1640758668
【オンラインショップ限定】フリル ごろ寝マット 700×1800 グレー,,0,#c5bdbd,,,https://francfranc.com/products/1102110030751?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=39524949590039&position=46,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102110030751_d1.jpg?v=1641543981
ミーティス ラグ LL ライトグレー 2000×3000,,0,#c5bdbd,,,https://francfranc.com/products/1102090031434?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=39443103023127&position=47,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102090031434_d1.jpg?v=1640759919
エルフィア ホットカーペットラグ L 1900×1900 グレー×アイボリー,,0,#c5bdbd,,,https://francfranc.com/products/1102090010828?id=6bde9dd7743d1f9e1520d8eb851a89f4&objectID=31755364958231&position=48,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102090010828_d1.jpg?v=1600826317
かんたん寝具セット フリル シングル ピンク,sofa,11800,#c5bdbd,francfranc,,https://francfranc.com/products/1102110123620,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1102110123620_d1.jpg?v=1706092946
アルミフレーム スタンドミラー ゴールド,sofa,11000,#c5bdbd,francfranc,,https://francfranc.com/products/1111040023986,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1111040023986_d1.jpg?v=1625828462
ラージュ ヘッドレスト グレー,sofa,0,#c5bdbd,francfranc,,https://francfranc.com/products/1108010016390?id=dc19a16e7805fcce4c8dd06b8bca0995&objectID=40736011812887&position=4,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016390_d1.jpg?v=1706092977
ベルティーク ファブリックミスト グレー（リリー＆パチュリー）,sofa,0,#c5bdbd,francfranc,,https://francfranc.com/products/1105120065232?id=dc19a16e7805fcce4c8dd06b8bca0995&objectID=40736004702231&position=5,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1105120065232_d1.jpg?v=1702021235
エルドラド デスクチェア グレー,sofa,29800,#c5bdbd,francfranc,,https://francfranc.com/products/1108040010726,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108040010726_d1.jpg?v=1625828458
ツイード メイクブラシセット ピンク,sofa,3400,#c5bdbd,francfranc,,https://francfranc.com/products/1105060053412,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1105060053412_d1.jpg?v=1705552543
レガート コーヒーテーブル L ゴールド×マーブル （W950）,sofa,29800,#c5bdbd,francfranc,,https://francfranc.com/products/1108100009141,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108100009141_d1.jpg?v=1612754067
クラシックフラワー ハンギングポーチ L ダークグレー,sofa,3900,#c5bdbd,francfranc,,https://francfranc.com/products/1106080061777,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1106080061777_d1.jpg?v=1706596275
